load_zone,nsrdb_id,nsrdb_lat,nsrdb_lon,lz_nc_area,roof_covg,roof_area
Oahu,4514,21.29,-157.82,18374990.056030,0.225671184112516,4146705.764
Oahu,4513,21.33,-157.82,18370099.308472,0.073671117791718,1353345.750
Oahu,4330,21.61,-157.90,18334730.816162,0.010308054963829,188995.413
Oahu,4329,21.65,-157.90,18329770.112061,0.002132012499943,39079.299
Oahu,4328,21.69,-157.90,18324800.581665,0.000000000000000,0.000
Oahu,4327,21.73,-157.90,18319822.226074,0.000000000000000,0.000
Oahu,4337,21.33,-157.90,18369208.438599,0.142087888475126,2610042.040
Oahu,4336,21.37,-157.90,18364309.574463,0.097987447102411,1799471.813
Oahu,4335,21.41,-157.90,18359401.870361,0.011704497211693,214887.568
Oahu,4334,21.45,-157.90,18354485.328369,0.000000000000000,0.000
Oahu,4333,21.49,-157.90,18349559.949829,0.000000000000000,0.000
Oahu,4332,21.53,-157.90,18344625.737183,0.000000000000000,0.000
Oahu,4331,21.57,-157.90,18339682.691895,0.001194402180670,21904.957
Oahu,4339,21.25,-157.90,18378979.638428,0.000000000000000,0.000
Oahu,4338,21.29,-157.90,18374098.460449,0.001536230746818,28226.855
Oahu,4418,21.61,-157.86,18335165.922363,0.000000000000000,0.000
Oahu,4417,21.65,-157.86,18330204.858276,0.000000000000000,0.000
Oahu,4416,21.69,-157.86,18325234.967163,0.000000000000000,0.000
Oahu,4425,21.33,-157.86,18369646.052246,0.210042242840506,3858401.657
Oahu,4424,21.37,-157.86,18364746.831421,0.015597800809859,286449.663
Oahu,4423,21.41,-157.86,18359838.770142,0.000005627445932,103.319
Oahu,4422,21.45,-157.86,18354921.869873,0.018924001336673,347348.566
Oahu,4421,21.49,-157.86,18349996.133179,0.003861603266056,70860.405
Oahu,4420,21.53,-157.86,18345061.561768,0.000743885102487,13646.618
Oahu,4419,21.57,-157.86,18340118.157593,0.003034280723920,55649.067
Oahu,4428,21.21,-157.86,18384290.652344,,
Oahu,4427,21.25,-157.86,18379417.964600,0.000000000000000,0.000
Oahu,4426,21.29,-157.86,18374536.430664,0.085513761064350,1571275.718
Oahu,3807,21.41,-158.14,18357108.358521,0.014073105031277,258341.514
Oahu,3806,21.45,-158.14,18352193.694336,0.002341110099184,42964.506
Oahu,3805,21.49,-158.14,18347270.196167,0.000000000000000,0.000
Oahu,3804,21.53,-158.14,18342337.865967,0.000000000000000,0.000
Oahu,3803,21.57,-158.14,18337396.705444,0.014330350606528,262781.324
Oahu,3802,21.61,-158.14,18332446.717285,0.000000000000000,0.000
Oahu,3801,21.65,-158.14,18327487.902588,0.000000000000000,0.000
Oahu,3811,21.25,-158.14,18376678.637695,0.000000000000000,0.000
Oahu,3810,21.29,-158.14,18371799.328613,0.000000000000000,0.000
Oahu,3809,21.33,-158.14,18366911.177612,0.005417355702209,99500.091
Oahu,3808,21.37,-158.14,18362014.187012,0.011032757459870,202583.649
Oahu,3981,21.49,-158.06,18347971.103638,0.053102082104697,974315.468
Oahu,3980,21.53,-158.06,18343038.197388,0.000221592734871,4064.684
Oahu,3979,21.57,-158.06,18338096.460327,0.000000000000000,0.000
Oahu,3978,21.61,-158.06,18333145.894043,0.000132782339380,2434.318
Oahu,3977,21.65,-158.06,18328186.501099,0.005803581439638,106369.123
Oahu,3976,21.69,-158.06,18323218.283081,0.000725645942464,13296.169
Oahu,3975,21.73,-158.06,18318241.242065,0.000000000000000,0.000
Oahu,3987,21.25,-158.06,18377382.988037,0.000000000000000,0.000
Oahu,3986,21.29,-158.06,18372503.106689,0.000054171007305,995.257
Oahu,3985,21.33,-158.06,18367614.383057,0.062091942220435,1140480.851
Oahu,3984,21.37,-158.06,18362716.819092,0.003995602051855,73370.109
Oahu,3983,21.41,-158.06,18357810.416504,0.000000000000000,0.000
Oahu,3982,21.45,-158.06,18352895.177612,0.000799096429096,14665.733
Oahu,3888,21.69,-158.10,18322861.513794,0.000000000000000,0.000
Oahu,3887,21.73,-158.10,18317884.768799,0.000000000000000,0.000
Oahu,3895,21.41,-158.10,18357451.582886,0.000000000000000,0.000
Oahu,3894,21.45,-158.10,18352536.637451,0.000000000000000,0.000
Oahu,3893,21.49,-158.10,18347612.858154,0.002141733330859,39295.694
Oahu,3892,21.53,-158.10,18342680.246094,0.000000000000000,0.000
Oahu,3891,21.57,-158.10,18337738.803589,0.013009612774794,238566.881
Oahu,3890,21.61,-158.10,18332788.532959,0.002134580395647,39132.811
Oahu,3889,21.65,-158.10,18327829.435303,0.000000000000000,0.000
Oahu,3899,21.25,-158.10,18377022.982666,0.000000000000000,0.000
Oahu,3898,21.29,-158.10,18372143.393555,0.014539875357913,267128.675
Oahu,3897,21.33,-158.10,18367254.962891,0.048779579083002,895946.966
Oahu,3896,21.37,-158.10,18362357.691772,0.031155489703610,572088.246
Oahu,3719,21.41,-158.18,18356780.742798,0.022425937792034,411668.023
Oahu,3718,21.45,-158.18,18351866.346802,0.034374805814229,630841.842
Oahu,3717,21.49,-158.18,18346943.117065,0.000088029978057,1615.081
Oahu,3716,21.53,-158.18,18342011.055786,0.000000000000000,0.000
Oahu,3715,21.57,-158.18,18337070.164795,0.001286402777980,23588.858
Oahu,3714,21.61,-158.18,18332120.446045,0.000000000000000,0.000
Oahu,3713,21.65,-158.18,18327161.901001,0.000000000000000,0.000
Oahu,3723,21.25,-158.18,18376349.952393,0.000000000000000,0.000
Oahu,3722,21.29,-158.18,18371470.909912,0.000000000000000,0.000
Oahu,3721,21.33,-158.18,18366583.026367,0.000000000000000,0.000
Oahu,3720,21.37,-158.18,18361686.303223,0.000000000000000,0.000
Oahu,3630,21.45,-158.22,18351554.593872,0.010556590015796,193729.838
Oahu,3629,21.49,-158.22,18346631.620117,0.007491182296880,137437.962
Oahu,3628,21.53,-158.22,18341699.814941,0.000000000000000,0.000
Oahu,3627,21.57,-158.22,18336759.180176,0.000476663564925,8740.465
Oahu,3626,21.61,-158.22,18331809.717896,0.000000000000000,0.000
Oahu,3625,21.65,-158.22,18326851.430298,0.000000000000000,0.000
Oahu,3632,21.37,-158.22,18361374.039917,0.000000000000000,0.000
Oahu,3631,21.41,-158.22,18356468.734375,0.000000000000000,0.000
Oahu,3364,21.53,-158.34,18340859.496582,,
Oahu,3363,21.57,-158.34,18335919.553955,,
Oahu,3362,21.61,-158.34,18330970.784912,,
Oahu,3537,21.65,-158.26,18326556.488770,0.000000000000000,0.000
Oahu,3543,21.41,-158.26,18356172.332520,0.000000000000000,0.000
Oahu,3542,21.45,-158.26,18351258.434692,0.000000000000000,0.000
Oahu,3541,21.49,-158.26,18346335.703735,0.000000000000000,0.000
Oahu,3540,21.53,-158.26,18341404.141846,0.000000000000000,0.000
Oahu,3539,21.57,-158.26,18336463.750854,0.000000000000000,0.000
Oahu,3538,21.61,-158.26,18331514.532593,0.000000000000000,0.000
Oahu,3454,21.45,-158.30,18350977.868286,0.000000000000000,0.000
Oahu,3453,21.49,-158.30,18346055.367676,0.000000000000000,0.000
Oahu,3452,21.53,-158.30,18341124.036011,0.000000000000000,0.000
Oahu,3451,21.57,-158.30,18336183.875610,0.000000000000000,0.000
Oahu,3450,21.61,-158.30,18331234.888306,0.000000000000000,0.000
Oahu,4242,21.61,-157.94,18334311.261597,0.000076906134072,1410.021
Oahu,4241,21.65,-157.94,18329350.904663,0.016964409793742,310946.620
Oahu,4240,21.69,-157.94,18324381.721313,0.007242885954817,132721.407
Oahu,4239,21.73,-157.94,18319403.714111,0.000000000000000,0.000
Oahu,4238,21.77,-157.94,18314416.884277,,
Oahu,4249,21.33,-157.94,18368786.466187,0.073402357552686,1348312.232
Oahu,4248,21.37,-157.94,18363887.946411,0.111931846621931,2055503.889
Oahu,4247,21.41,-157.94,18358980.586914,0.117625469168982,2159483.705
Oahu,4246,21.45,-157.94,18354064.389648,0.001353828747273,24848.260
Oahu,4245,21.49,-157.94,18349139.356567,0.000000000000000,0.000
Oahu,4244,21.53,-157.94,18344205.489502,0.000000000000000,0.000
Oahu,4243,21.57,-157.94,18339262.790405,0.000000000000000,0.000
Oahu,4251,21.25,-157.94,18378556.979004,0.000000000000000,0.000
Oahu,4250,21.29,-157.94,18373676.144287,0.000000000000000,0.000
Oahu,4154,21.61,-157.98,18333907.257080,0.000000000000000,0.000
Oahu,4153,21.65,-157.98,18328947.234253,0.000000000000000,0.000
Oahu,4152,21.69,-157.98,18323978.385986,0.002608274742157,47793.970
Oahu,4151,21.73,-157.98,18319000.713501,0.000000000000000,0.000
Oahu,4150,21.77,-157.98,18314014.219482,,
Oahu,4161,21.33,-157.98,18368380.133667,0.032262436354626,592608.695
Oahu,4160,21.37,-157.98,18363481.945068,0.025543796345550,469073.043
Oahu,4159,21.41,-157.98,18358574.917236,0.131020200306601,2405344.163
Oahu,4158,21.45,-157.98,18353659.052246,0.011087847846618,203502.579
Oahu,4157,21.49,-157.98,18348734.351929,0.036202471857693,664269.539
Oahu,4156,21.53,-157.98,18343800.817871,0.000316828778163,5811.844
Oahu,4155,21.57,-157.98,18338858.452515,0.000000000000000,0.000
Oahu,4163,21.25,-157.98,18378149.984985,0.000000000000000,0.000
Oahu,4162,21.29,-157.98,18373269.480591,0.000000000000000,0.000
Oahu,4066,21.61,-158.02,18333518.801880,0.000000000000000,0.000
Oahu,4065,21.65,-158.02,18328559.100464,0.000275797348405,5054.968
Oahu,4064,21.69,-158.02,18323590.573486,0.006630676695855,121497.805
Oahu,4063,21.73,-158.02,18318613.223267,0.000000000000000,0.000
Oahu,4062,21.77,-158.02,18313627.051636,,
Oahu,4073,21.33,-158.02,18367989.439697,0.121873947682155,2238579.384
Oahu,4072,21.37,-158.02,18363091.569702,0.076876516715149,1411690.516
Oahu,4071,21.41,-158.02,18358184.860962,0.085406077282405,1567900.555
Oahu,4070,21.45,-158.02,18353269.315552,0.123767272900811,2271534.092
Oahu,4069,21.49,-158.02,18348344.934692,0.079775829548115,1463754.438
Oahu,4068,21.53,-158.02,18343411.720825,0.019182330056983,351869.378
Oahu,4067,21.57,-158.02,18338469.675903,0.000000000000000,0.000
Oahu,4075,21.25,-158.02,18377758.655273,0.000000000000000,0.000
Oahu,4074,21.29,-158.02,18372878.468872,0.006290339981065,115571.652
Hawaii,11335,19.49,-154.74,18670947.853638,,
Hawaii,11334,19.53,-154.74,18666393.892944,,
Hawaii,11248,19.45,-154.78,18673764.753784,,
Hawaii,11247,19.49,-154.78,18669221.096069,,
Hawaii,11246,19.53,-154.78,18664668.419312,,
Hawaii,11245,19.57,-154.78,18660106.726318,,
Hawaii,11249,19.41,-154.78,18678299.391113,,
Hawaii,11161,19.41,-154.82,18676586.582153,,
Hawaii,11160,19.45,-154.82,18672053.213135,,
Hawaii,11159,19.49,-154.82,18667510.825073,,
Hawaii,11158,19.53,-154.82,18662959.420654,,
Hawaii,11157,19.57,-154.82,18658399.001221,,
Hawaii,11156,19.61,-154.82,18653829.569336,,
Hawaii,11070,19.53,-154.86,18661266.890747,,
Hawaii,11069,19.57,-154.86,18656707.733154,,
Hawaii,11068,19.61,-154.86,18652139.564209,,
Hawaii,11074,19.37,-154.86,18679413.374390,,
Hawaii,11073,19.41,-154.86,18674890.279419,,
Hawaii,11072,19.45,-154.86,18670358.166382,,
Hawaii,11071,19.49,-154.86,18665817.036011,,
Hawaii,10620,19.93,-155.06,18607115.857788,,
Hawaii,10709,19.89,-155.02,18613349.252441,,
Hawaii,10716,19.61,-155.02,18645543.875854,,
Hawaii,10715,19.65,-155.02,18640971.633789,,
Hawaii,10714,19.69,-155.02,18636390.391968,,
Hawaii,10713,19.73,-155.02,18631800.152100,,
Hawaii,10712,19.77,-155.02,18627200.916260,,
Hawaii,10711,19.81,-155.02,18622592.686523,,
Hawaii,10710,19.85,-155.02,18617975.464478,,
Hawaii,10723,19.33,-155.02,18677297.412354,,
Hawaii,10722,19.37,-155.02,18672788.223389,,
Hawaii,10721,19.41,-155.02,18668270.020996,,
Hawaii,10720,19.45,-155.02,18663742.807251,,
Hawaii,10719,19.49,-155.02,18659206.583740,,
Hawaii,10718,19.53,-155.02,18654661.352905,,
Hawaii,10717,19.57,-155.02,18650107.116333,,
Hawaii,10725,19.25,-155.02,18686288.742920,,
Hawaii,10724,19.29,-155.02,18681797.586548,,
Hawaii,10627,19.65,-155.06,18639364.970581,,
Hawaii,10626,19.69,-155.06,18634784.933228,,
Hawaii,10625,19.73,-155.06,18630195.899536,,
Hawaii,10624,19.77,-155.06,18625597.871948,,
Hawaii,10623,19.81,-155.06,18620990.852051,,
Hawaii,10622,19.85,-155.06,18616374.841675,,
Hawaii,10621,19.89,-155.06,18611749.843018,,
Hawaii,10634,19.37,-155.06,18671173.177124,,
Hawaii,10633,19.41,-155.06,18666656.167114,,
Hawaii,10632,19.45,-155.06,18662130.147217,,
Hawaii,10631,19.49,-155.06,18657595.119629,,
Hawaii,10630,19.53,-155.06,18653051.086182,,
Hawaii,10629,19.57,-155.06,18648498.048950,,
Hawaii,10628,19.61,-155.06,18643936.009644,,
Hawaii,10637,19.25,-155.06,18684670.130737,,
Hawaii,10636,19.29,-155.06,18680180.160889,,
Hawaii,10635,19.33,-155.06,18675681.175781,,
Hawaii,10550,19.21,-155.10,18687547.820801,,
Hawaii,10549,19.25,-155.10,18683068.041260,,
Hawaii,10548,19.29,-155.10,18678579.245972,,
Hawaii,10533,19.89,-155.10,18610166.758057,,
Hawaii,10532,19.93,-155.10,18605533.975464,,
Hawaii,10531,19.97,-155.10,18600892.209961,,
Hawaii,10540,19.61,-155.10,18642344.555664,,
Hawaii,10539,19.65,-155.10,18637774.706665,,
Hawaii,10538,19.69,-155.10,18633195.861694,,
Hawaii,10537,19.73,-155.10,18628608.021973,,
Hawaii,10536,19.77,-155.10,18624011.189941,,
Hawaii,10535,19.81,-155.10,18619405.367065,,
Hawaii,10534,19.85,-155.10,18614790.556030,,
Hawaii,10547,19.33,-155.10,18674081.437378,,
Hawaii,10546,19.37,-155.10,18669574.617065,,
Hawaii,10545,19.41,-155.10,18665058.786621,,
Hawaii,10544,19.45,-155.10,18660533.948608,,
Hawaii,10543,19.49,-155.10,18656000.104492,,
Hawaii,10542,19.53,-155.10,18651457.256470,,
Hawaii,10541,19.57,-155.10,18646905.406128,,
Hawaii,10900,19.29,-154.94,18685081.990112,,
Hawaii,10899,19.33,-154.94,18680579.401611,,
Hawaii,10898,19.37,-154.94,18676067.794922,,
Hawaii,10897,19.41,-154.94,18671547.170898,,
Hawaii,10896,19.45,-154.94,18667017.531860,,
Hawaii,10895,19.49,-154.94,18662478.879761,,
Hawaii,10894,19.53,-154.94,18657931.216675,,
Hawaii,10893,19.57,-154.94,18653374.544312,,
Hawaii,10892,19.61,-154.94,18648808.864380,,
Hawaii,10891,19.65,-154.94,18644234.179321,,
Hawaii,10890,19.69,-154.94,18639650.491089,,
Hawaii,10889,19.73,-154.94,18635057.801147,,
Hawaii,10888,19.77,-154.94,18630456.111572,,
Hawaii,10987,19.33,-154.90,18682245.165283,,
Hawaii,10986,19.37,-154.90,18677732.330933,,
Hawaii,10985,19.41,-154.90,18673210.477539,,
Hawaii,10984,19.45,-154.90,18668679.607544,,
Hawaii,10983,19.49,-154.90,18664139.722656,,
Hawaii,10982,19.53,-154.90,18659590.824951,,
Hawaii,10981,19.57,-154.90,18655032.915894,,
Hawaii,10980,19.61,-154.90,18650465.997803,,
Hawaii,10979,19.65,-154.90,18645890.072632,,
Hawaii,10803,19.65,-154.98,18642594.701782,,
Hawaii,10802,19.69,-154.98,18638012.242676,,
Hawaii,10801,19.73,-154.98,18633420.784058,,
Hawaii,10800,19.77,-154.98,18628820.327759,,
Hawaii,10810,19.37,-154.98,18674419.760742,,
Hawaii,10809,19.41,-154.98,18669900.353882,,
Hawaii,10808,19.45,-154.98,18665371.933594,,
Hawaii,10807,19.49,-154.98,18660834.502075,,
Hawaii,10806,19.53,-154.98,18656288.061157,,
Hawaii,10805,19.57,-154.98,18651732.612915,,
Hawaii,10804,19.61,-154.98,18647168.159180,,
Hawaii,10812,19.29,-154.98,18683431.527344,,
Hawaii,10811,19.33,-154.98,18678930.152832,,
Hawaii,10462,19.21,-155.14,18685961.087891,,
Hawaii,10461,19.25,-155.14,18681482.468872,,
Hawaii,10460,19.29,-155.14,18676994.836304,,
Hawaii,10445,19.89,-155.14,18608599.992310,,
Hawaii,10444,19.93,-155.14,18603968.399536,,
Hawaii,10443,19.97,-155.14,18599327.825928,,
Hawaii,10442,20.01,-155.14,18594678.273071,,
Hawaii,10452,19.61,-155.14,18640769.507812,,
Hawaii,10451,19.65,-155.14,18636200.836792,,
Hawaii,10450,19.69,-155.14,18631623.171631,,
Hawaii,10449,19.73,-155.14,18627036.513306,,
Hawaii,10448,19.77,-155.14,18622440.864502,,
Hawaii,10447,19.81,-155.14,18617836.226562,,
Hawaii,10446,19.85,-155.14,18613222.601929,,
Hawaii,10459,19.33,-155.14,18672498.191528,,
Hawaii,10458,19.37,-155.14,18667992.537231,,
Hawaii,10457,19.41,-155.14,18663477.874756,,
Hawaii,10456,19.45,-155.14,18658954.205933,,
Hawaii,10455,19.49,-155.14,18654421.532959,,
Hawaii,10454,19.53,-155.14,18649879.857544,,
Hawaii,10453,19.57,-155.14,18645329.181885,,
Hawaii,10198,19.21,-155.26,18681300.015137,,
Hawaii,10197,19.25,-155.26,18676824.804565,,
Hawaii,10196,19.29,-155.26,18672340.585693,,
Hawaii,10181,19.89,-155.26,18603997.560181,,
Hawaii,10180,19.93,-155.26,18599369.462158,,
Hawaii,10179,19.97,-155.26,18594732.388306,,
Hawaii,10178,20.01,-155.26,18590086.339844,,
Hawaii,10177,20.05,-155.26,18585431.319580,,
Hawaii,10176,20.09,-155.26,18580767.328857,,
Hawaii,10188,19.61,-155.26,18636142.752197,,
Hawaii,10187,19.65,-155.26,18631577.541016,,
Hawaii,10186,19.69,-155.26,18627003.340576,,
Hawaii,10185,19.73,-155.26,18622420.152222,,
Hawaii,10184,19.77,-155.26,18617827.978027,,
Hawaii,10183,19.81,-155.26,18613226.819946,,
Hawaii,10182,19.85,-155.26,18608616.679932,,
Hawaii,10195,19.33,-155.26,18667847.360474,,
Hawaii,10194,19.37,-155.26,18663345.129761,,
Hawaii,10193,19.41,-155.26,18658833.896606,,
Hawaii,10192,19.45,-155.26,18654313.662354,,
Hawaii,10191,19.49,-155.26,18649784.428833,,
Hawaii,10190,19.53,-155.26,18645246.197876,,
Hawaii,10189,19.57,-155.26,18640698.971802,,
Hawaii,10374,19.21,-155.18,18684390.879517,,
Hawaii,10373,19.25,-155.18,18679913.408936,,
Hawaii,10372,19.29,-155.18,18675426.926270,,
Hawaii,10357,19.89,-155.18,18607049.540649,,
Hawaii,10356,19.93,-155.18,18602419.125488,,
Hawaii,10355,19.97,-155.18,18597779.730835,,
Hawaii,10354,20.01,-155.18,18593131.358887,,
Hawaii,10364,19.61,-155.18,18639210.861450,,
Hawaii,10363,19.65,-155.18,18634643.356445,,
Hawaii,10362,19.69,-155.18,18630066.857910,,
Hawaii,10361,19.73,-155.18,18625481.369019,,
Hawaii,10360,19.77,-155.18,18620886.890747,,
Hawaii,10359,19.81,-155.18,18616283.425171,,
Hawaii,10358,19.85,-155.18,18611670.974609,,
Hawaii,10371,19.33,-155.18,18670931.433838,,
Hawaii,10370,19.37,-155.18,18666426.932861,,
Hawaii,10369,19.41,-155.18,18661913.425659,,
Hawaii,10368,19.45,-155.18,18657390.914062,,
Hawaii,10367,19.49,-155.18,18652859.400024,,
Hawaii,10366,19.53,-155.18,18648318.885010,,
Hawaii,10365,19.57,-155.18,18643769.371704,,
Hawaii,10286,19.21,-155.22,18682837.190063,,
Hawaii,10285,19.25,-155.22,18678360.856079,,
Hawaii,10284,19.29,-155.22,18673875.511230,,
Hawaii,10269,19.89,-155.22,18605515.398315,,
Hawaii,10268,19.93,-155.22,18600886.148071,,
Hawaii,10267,19.97,-155.22,18596247.919922,,
Hawaii,10266,20.01,-155.22,18591600.716187,,
Hawaii,10265,20.05,-155.22,18586944.538574,,
Hawaii,10276,19.61,-155.22,18637668.611206,,
Hawaii,10275,19.65,-155.22,18633102.259277,,
Hawaii,10274,19.69,-155.22,18628526.916138,,
Hawaii,10273,19.73,-155.22,18623942.583496,,
Hawaii,10272,19.77,-155.22,18619349.263550,,
Hawaii,10271,19.81,-155.22,18614746.958130,,
Hawaii,10270,19.85,-155.22,18610135.669189,,
Hawaii,10283,19.33,-155.22,18669381.158325,,
Hawaii,10282,19.37,-155.22,18664877.798828,,
Hawaii,10281,19.41,-155.22,18660365.434692,,
Hawaii,10280,19.45,-155.22,18655844.067993,,
Hawaii,10279,19.49,-155.22,18651313.700073,,
Hawaii,10278,19.53,-155.22,18646774.333618,,
Hawaii,10277,19.57,-155.22,18642225.969971,,
Hawaii,10111,19.17,-155.30,18684244.438232,,
Hawaii,10110,19.21,-155.30,18679779.348633,,
Hawaii,10109,19.25,-155.30,18675305.250244,,
Hawaii,10108,19.29,-155.30,18670822.145020,,
Hawaii,10107,19.33,-155.30,18666330.034424,,
Hawaii,10106,19.37,-155.30,18661828.921021,,
Hawaii,10105,19.41,-155.30,18657318.806274,,
Hawaii,10104,19.45,-155.30,18652799.692139,,
Hawaii,10103,19.49,-155.30,18648271.580444,,
Hawaii,10102,19.53,-155.30,18643734.473267,,
Hawaii,10101,19.57,-155.30,18639188.372559,,
Hawaii,10100,19.61,-155.30,18634633.279541,,
Hawaii,10099,19.65,-155.30,18630069.197021,,
Hawaii,10098,19.69,-155.30,18625496.126343,,
Hawaii,10097,19.73,-155.30,18620914.069946,,
Hawaii,10096,19.77,-155.30,18616323.028931,,
Hawaii,10095,19.81,-155.30,18611723.006104,,
Hawaii,10094,19.85,-155.30,18607114.002808,,
Hawaii,10093,19.89,-155.30,18602496.021118,,
Hawaii,10092,19.93,-155.30,18597869.063110,,
Hawaii,10091,19.97,-155.30,18593233.130493,,
Hawaii,10090,20.01,-155.30,18588588.225586,,
Hawaii,10089,20.05,-155.30,18583934.349854,,
Hawaii,10088,20.09,-155.30,18579271.505493,,
Hawaii,9936,19.13,-155.38,18685704.327271,,
Hawaii,9935,19.17,-155.38,18681250.428955,,
Hawaii,9934,19.21,-155.38,18676787.523071,,
Hawaii,9933,19.25,-155.38,18672315.611816,,
Hawaii,9932,19.29,-155.38,18667834.696899,,
Hawaii,9931,19.33,-155.38,18663344.780396,,
Hawaii,9930,19.37,-155.38,18658845.863770,,
Hawaii,9929,19.41,-155.38,18654337.949341,,
Hawaii,9928,19.45,-155.38,18649821.038696,,
Hawaii,9927,19.49,-155.38,18645295.133789,,
Hawaii,9926,19.53,-155.38,18640760.236694,,
Hawaii,9925,19.57,-155.38,18636216.349243,,
Hawaii,9924,19.61,-155.38,18631663.473145,,
Hawaii,9923,19.65,-155.38,18627101.610229,,
Hawaii,9922,19.69,-155.38,18622530.762817,,
Hawaii,9921,19.73,-155.38,18617950.932617,,
Hawaii,9920,19.77,-155.38,18613362.121216,,
Hawaii,9919,19.81,-155.38,18608764.330933,,
Hawaii,9918,19.85,-155.38,18604157.563477,,
Hawaii,9917,19.89,-155.38,18599541.821045,,
Hawaii,9916,19.93,-155.38,18594917.105591,,
Hawaii,9915,19.97,-155.38,18590283.418457,,
Hawaii,9914,20.01,-155.38,18585640.762207,,
Hawaii,9913,20.05,-155.38,18580989.138184,,
Hawaii,9912,20.09,-155.38,18576328.548950,,
Hawaii,9911,20.13,-155.38,18571658.996094,,
Hawaii,9738,20.01,-155.46,18582758.287354,,
Hawaii,9737,20.05,-155.46,18578108.865234,,
Hawaii,9736,20.09,-155.46,18573450.480713,,
Hawaii,9735,20.13,-155.46,18568783.135864,,
Hawaii,9734,20.17,-155.46,18564106.832642,,
Hawaii,9745,19.73,-155.46,18615053.132935,,
Hawaii,9744,19.77,-155.46,18610466.501709,,
Hawaii,9743,19.81,-155.46,18605870.894287,,
Hawaii,9742,19.85,-155.46,18601266.313110,,
Hawaii,9741,19.89,-155.46,18596652.759888,,
Hawaii,9740,19.93,-155.46,18592030.236694,,
